       41  1     71-179 -78  53  46
       41  1     81 -50 -48 -32 -31
       41 11     41-199-117   8  23
       41 11     51-308-291-181-127
       41 21     41-230-451-472-460
       41 31     21   2-156-209-218
       41 61     31 -42  -8  25  29
       41 76     61-337-152  64 114
       41 76     719999999999999999
       41 76     819999999999999999
       41 81     31-140 -62  26  43
       41 86     31  75 -67-170-177
       41 91     31-332-162  42  91
       41 91     419999999999999999
       41 96     51 293 144 -54 -49
       41 96     61 150 -10 -99-129
       41101     51 -42 -98 -88-109
       41106     51-247-162 -23   2
       41121     419999999999999999
       41131     51-321-256 -83 -58
       41131     61-171-307-294-294
       42  6     21-111-124 -88 -82
       42  6     31-254-168 -28  -2
       42  6     41-296-133  81  99
       42 15     31-239-148 -12  14
       42 33     31   4 -14 -22 -27
       42 33     41-160-108 -32 -12
       42 51     41-162 -32 106 109
       42 51     51  95 -88-199-193
       42 60     51-513-244 137 163
       42 60     61-522-411-126-145
       42 78     31-235-236-137-121
       42 87     61-228-191 -82 -60
       42114     31-144  70 214 229
       42123     31-299-292-176-133
       42132     21 -60-117-126-124
       42141     41-199-199-121-105
       42141     51-419-273 -76  10
       42150     51-288-266-142-110
       42150     61-166-182-124-117
       42195     21-399-228  11  67
       42204     51-217-134 -14  10
       42204     61 113-126-248-259
       42231     31 -51  -5  26  35
       42240     71 -42-182-226-225
       43  8     31-204-231-173-154
       43 16     31-468-178 178 198
       43 32     51 -84 -86 -55 -51
       43 32     61-293-276-174-125
       43 40     31-196-205-130-113
       43 40     41-273-154 -13  14
       43 56     51-162-114 -34 -18
       43 64     81-444-345-116 -48
       43 72     31-238-243-160-127
       43 72     41 -93-162-140-147
       43 80     41-527-256  60 156
       43 88     71-144-159-106-104
       43 88     81-342-141  80 132
       43 96     41-372-352-174-139
       43 96     91-178-116  -7  -8
       43 96    101-374-346-204-141
       43112     41 -65-143-136-142
       43120     41-470-323 -47  20
       43120     61-341-206  -8  36
       43144     31-402-178  68 141
       43152     71-210-128 -19   9
       43192     51-266-325-244-223
       43192     61 -77-119-114-108
       43216     51-104-176-176-171
       43216     61 124 -95-242-268
       43216     71 357  -2-299-267
       44  1     51-217-304-284-255
       44 12     619996999699969996
       44 23     31-236-283-219-193
       44 67     81-595-368  -4  97
       44 89     31-412-329-143 -75
       44177     31  15 -60-104 -97
       44210     31-187-131 -36 -15
       44265     21-319-272-105 -84
       44276     31-241-135   8  34
       45  7     51-115   1  91 105
       45  7     61  18 -33 -67 -63
       45 13     31-154 -40  59  78
       45 19     31  55 -99-252-182
       45 19     61-220-135 -42   0
       45 31     31-412-208   2  90
       45 43     61-186-216-175-148
       45 73     31-110-187-183-181
       45 73     41  12 -93-133-139
       45 85     31-274 -88 115 128
       45 91     31-129-233-236-232
       46  1     41-283-150  27  57
       46 15     21-490-285 -26  76
       46 22     31-236-153 -16   0
       46 22     41-330-106  84 146
       46 29     71   0 -10 -16 -18
       46 29     81-175-283-269-250
       46 36     41-159 -93   7  15
       46 36     51-292-179 -47   6
       46 57     51-215 -91  44  76
       46 64     61-324-249 -69 -44
       46 64     71-345-264 -71 -43
       46 64     81 -62-176-214-214
       46 78     41 -46 -37 -22 -15
       46 85     41-333-194  15  48
       46 92     41-486-419-172-117
       46106     41-455-332-108 -28
       46113     41-418-353-126 -85
       46120     41-333-236 -42 -16
       46127     51-349-298-153-104
       46134     41-222-153 -67 -25
       46141     41-566-327 252  37
       46162     21-199-105  -8  17
       46169     61-144-139 -84 -71
       47 20     41-348-297-162-103
       47 40     61-571-427-121 -30
       47 60     31-485-287   9  90
       47 80     21-153  36 201 196
       47 80     31-218 -48  96 131
       47110     51-431-324 -70 -35
       47110     61-417-360-168-158
       47130     31-370-390-277-228
       47140     31-135-203-161-170
       47150     31-475-169 103 198
       47180     51-427-329-115 -46
       47200     41 -96 -73 -28 -21
       47210     71-136  -8 104 119
       47230     31  55  43  -8  19
       47240     71-353-191  21  68
       47260     41 -98-137-121-116
       47260     61-412-424-308-237
       48  9     31-157-144 -71 -67
       48  9     41-131-230-221-216
       48 22     51-202-103   9  37
       48 48     61-136-168-133-123
       48100     41-112 -35  51  56
       48165     61-476-319 -99  -2
       48217     91-266-248-123-102
       48269     31-357-139  96 152
       48282     51-378-210   7  69
       48334     41-184-120 -17   2
       48334     51  26 -11 -41 -36
       48347     71-230-116  28  49
       49  4     91-173 -24 109 133
       49 11     91-247-178 -46 -23
       49 18     31-117 -15  64  73
       49 25     41-229-188 -88 -61
       49 32     81-230-223-118-108
       49 32     91-358-270 -97 -39
       49 88     41-162 -75  38  45
       49 88     51-234-139  -6  26
       49144     61-286-220 -69 -41
       49144     71-270-112  27  80
       49165     219998999899989998
       50  1     51-234-133  -4  29
       50105     81-227-265-189-171
       50105     91-188-135  50 -52
       50144     51-184-120 -27  -7
       50183     51-191-105   3  23
       50235     31-136-125 -63 -60
       50274     21-244-137   7  34
       50274     31-344-256-100 -38
       50287     41-142  37 166 180
       51  6     51-108 -99 -59 -49
       51 12     31-261 -47 271 144
       51 36     41-414-308 -87 -25
       51 36     51-162-207-136-152
       51 42     41-167-197-122-135
       51 48     31 -32  69 121 127
       51 48     41 156 -44-158-178
       51 90     51-167-188-127-124
       51 90     619999999999999999
       51 90     71 117   6 -63 -83
       51 96     51 128 -50-222-199
       51 96     61-114-104 -55 -49
       51 96     71-247-427-428-406
       51102     71-334-178  37  71
       51102     81 -49-194-223-227
       51132     41 -81 -95 -70 -67
       51162     71-222 -46 112 139
       52 39     41-415-193  43 121
       52 63     71  -9-121-167-161
       52 83     31 -45  55 143 114
       52 91     41-235-200 -86 -66
       52 91     71-118-135-102 -92
       53 11     61 309 -56-320-378
       53 17     71  28 -13 -32 -40
       53 17     81-122  68 246 197
       53 29     71-364-238 -34  19
       53 59     51-420-318 -98 -36
       53 77     61-213-118   5  29
       53 77     71 128 -66-175-204
       53 77     819996999699969996
       53 89     31  27-149-249-262
       53119     51-288-329-242-212
       53119     61-361-297-147-109
       53125     51-158-186-153-130
       53131     51-228-150 -25  -2
       53131     61 -38 -28   4  -9
       53143     21  49   8 -29 -38
       53143     31  65 106  83  98
       53155     51-273-260-153-114
       53155     61-190-152 -70 -45
       53155    101 186  86 -24 -40
       54  2     319999999999999999
       54  2     419999999999999999
       54 14     51-310-388-342-290
       54 14     61-105-186-190-177
       54 20     61 -93-101 -79 -68
       54 20     91-250-159 -28  11
       54 23     61 -63  16  82  83
       54 23     71-457-208  69 112
       54 26     51 -25 -93-120-120
       54 32    1319999999999999999
       54 32    141 -61 101 177 189
       54 32    151 304 220  -1  81
       54 50     419999999999999999
       54 50     519999999999999999
       54 50     619999999999999999
       54 53     319999999999999999
       54 53     419999999999999999
       54 62     719999999999999999
       54 62     819999999999999999
       55 21     51   4-154-245-245
       55 21     61-499-331 -18  44
       55 21     71-362-367 -99-274
       55 29     61-388-259 -18  12
       55 29     71-164-155-108 -79
       55 69     61-311-161  47  63
       55 93     81-448-283  -7  56
       55125     31-110-196-203-196
       55149     31 276 147 -60   0
       55157     31-399-241 -56  28
       55157     41  83 -71-177-197
       55165     31-222-206-112 -87
       55173     61-239-131  10  36
       55189     819999999999999999
       55197     51 -68-232-302-299
       55205     619998999899989998
       55213     61-147-259-205-272
       56  4     31-238-263-192-164
       56 12     61 -16 -42 -36 -48
       56 20     31-398-392-211-175
       56 28     51  54 238 285 282
       56 28     61 -41 258 419 422
       56 36     51-382-269 -63  -8
       56 44     21 -66 238 401 416
       56 44     319998999899989998
       56 60     51 -95 -73 -22 -18
       56 60     61-209-260-218-186
       56 68     31 -27  23  54  55
       56 76     319998999899989998
       56 76     41 124 -47-130-166
       56140     31-408-280 -28   5
       56140     41-227-118  16  41
       56148     61 111 -97-254-269
       56148     71-543-395-108 -16
       56156     31  33 -22 -60 -69
       56172     41-519-385-125 -32
       56204     41-319-226 -61 -14
       57  9     61-136-121 -78 -58
       57 11     819999999999999999
       57 13     31-176 -70  36  61
       57 13     41 116  -1-116 -88
       57 19     81-126 -54  37  42
       57 19     91-185-276-177-231
       57 21     319998999899989998
       57 23     31-131-287-312-309
       57 23     41-390-295 -97 -36
       57 31     41-189 -79  68  44
       57 33     81 -10 -99-138-147
       57 37     21-278-148  16  59
       57 43     31-226-151 -62 -16
       57 45     61-189-254-207-196
       57 53     31-223-174 -75 -41
       58 12     419999999999999999
       58 12     51 -83 -68 -40 -27
       58 12    131 -57-116-124-125
       58 28     31-271-191 -38 -18
       58 44     91 -79 -16  34  47
       58 48     41-291-224 -67 -40
       58 48     51-152-132 -39 -59
       58 56     31-121-128 -83 -76
       58 56     41  63 -48-103-117
       58 68     519999999999999999
       58 72     41-271-251-123 -99
       58 72     51 -68  -2  97  51
       58 76     51 -91 -31  12  28
       58 84     71-170-105 -16   2
       58 92     21-367-157  99 129
       58 92     31-166-268-218-233
       58 96     21-550-345 -67  45
       58108     51   6 -23 -37 -46
       58108     61-143-106 -53 -32
       59  5     41-232  12 215 247
       59 25     31-392-231 -22  49
       59 45     31-286 -90 100 144
       59 75     31 -93 -83 -42 -39
       59 75     41-359-339-215-159
       59 90     41-365-498-439-415
       59100     81-300-272-142-104
       59115     41  98 -98-199-211
       59120     71-153 -62  37  56
       59130     31-233-300-233-216
       60  2     61-184 -76  31  54
       60  2     91  31  -1 -36 -27
       60  8     31-576-385 -46  46
